Date,Time,MidPrice,LastPrice,Volume,BidPrice1,BidVolume1,AskPrice1,AskVolume1
2023/6/1,9:36:55,3.7915,3.792,11332100,3.791,16500,3.792,84500
2023/6/1,9:36:58,3.7915,3.792,11332100,3.791,26500,3.792,84500
2023/6/1,9:37:01,3.7905,3.791,11360000,3.79,35400,3.791,52200
2023/6/1,9:37:04,3.791,3.791,11360000,3.79,19900,3.792,385200
2023/6/1,9:37:07,3.7905,3.791,11363200,3.79,19300,3.791,77500
2023/6/1,9:37:10,3.7905,3.791,11363200,3.79,24300,3.791,377500
2023/6/1,9:37:13,3.7895,3.79,11391700,3.789,24300,3.79,115900
2023/6/1,9:37:16,3.79,3.79,11394300,3.789,24300,3.791,630100
2023/6/1,9:37:19,3.7905,3.791,11403300,3.79,300,3.791,336100
2023/6/1,9:37:22,3.7905,3.791,11403900,3.79,300,3.791,255400
2023/6/1,9:37:25,3.7895,3.79,11404200,3.789,24300,3.79,122100
2023/6/1,9:37:28,3.7885,3.789,11472600,3.788,6000,3.789,40200
2023/6/1,9:37:31,3.789,3.79,11477000,3.788,6000,3.79,119700
2023/6/1,9:37:34,3.7885,3.79,11477000,3.788,6000,3.789,900
2023/6/1,9:37:37,3.7895,3.789,11490000,3.789,88700,3.79,39600
2023/6/1,9:37:40,3.7885,3.788,11681400,3.788,814300,3.789,414100
2023/6/1,9:37:43,3.7875,3.788,12496700,3.787,17300,3.788,39000
2023/6/1,9:37:46,3.7865,3.787,12544400,3.786,111700,3.787,89700
2023/6/1,9:37:49,3.787,3.787,12544400,3.786,111700,3.788,119100
2023/6/1,9:37:52,3.7865,3.787,12544400,3.786,111900,3.787,900
2023/6/1,9:37:55,3.7855,3.786,12852800,3.785,1021700,3.786,50200
2023/6/1,9:37:58,3.7865,3.787,12864900,3.786,1001500,3.787,431100
2023/6/1,9:38:01,3.7865,3.787,12869200,3.786,101400,3.787,56900
2023/6/1,9:38:04,3.7865,3.787,13062300,3.786,900000,3.787,347300
2023/6/1,9:38:07,3.7865,3.787,13146000,3.786,926600,3.787,377400
2023/6/1,9:38:10,3.7865,3.786,13235100,3.786,846900,3.787,372100
2023/6/1,9:38:13,3.787,3.786,13245100,3.786,836900,3.788,119100
2023/6/1,9:38:16,3.7875,3.786,13245100,3.787,122100,3.788,39000
2023/6/1,9:38:19,3.7885,3.788,13245200,3.788,78900,3.789,114100
2023/6/1,9:38:22,3.7885,3.789,13250200,3.788,100,3.789,189200
2023/6/1,9:38:25,3.7885,3.789,13250200,3.788,100,3.789,109100
2023/6/1,9:38:28,3.789,3.788,13335300,3.788,678500,3.79,360400
2023/6/1,9:38:31,3.789,3.788,13430400,3.788,583400,3.79,440500
2023/6/1,9:38:34,3.7885,3.788,13602300,3.788,423200,3.789,380100
2023/6/1,9:38:37,3.7905,3.79,14042800,3.79,240000,3.791,540400
2023/6/1,9:38:40,3.789,3.79,14298300,3.788,423200,3.79,104600
2023/6/1,9:38:43,3.7885,3.788,14568400,3.788,153100,3.789,80100
2023/6/1,9:38:46,3.788,3.789,14570400,3.787,175300,3.789,78100
2023/6/1,9:38:49,3.7885,3.788,14573000,3.788,213400,3.789,2000
2023/6/1,9:38:52,3.7885,3.788,14573000,3.788,213600,3.789,91900
2023/6/1,9:38:55,3.7885,3.788,14573000,3.788,213600,3.789,11800
2023/6/1,9:38:58,3.7885,3.789,14583100,3.788,213600,3.789,1700
2023/6/1,9:39:01,3.7895,3.789,14584800,3.789,40100,3.79,107900
2023/6/1,9:39:04,3.7885,3.789,14624900,3.788,213600,3.789,40000
2023/6/1,9:39:07,3.7885,3.789,14624900,3.788,226600,3.789,40000
2023/6/1,9:39:10,3.7895,3.789,14664900,3.789,344600,3.79,358300
2023/6/1,9:39:13,3.7895,3.789,14906400,3.789,103100,3.79,358300
2023/6/1,9:39:16,3.7885,3.789,15159500,3.788,129300,3.789,210500
2023/6/1,9:39:19,3.789,3.788,15240600,3.788,49200,3.79,608300
2023/6/1,9:39:22,3.7885,3.789,15240800,3.788,36200,3.789,79900
2023/6/1,9:39:25,3.7875,3.788,15277000,3.787,168300,3.788,400
2023/6/1,9:39:28,3.7875,3.788,15277400,3.787,148300,3.788,80100
2023/6/1,9:39:31,3.789,3.79,15360200,3.788,43200,3.79,307600
2023/6/1,9:39:34,3.7895,3.79,15360200,3.789,23200,3.79,307600
2023/6/1,9:39:37,3.7895,3.79,15360200,3.789,10000,3.79,347100
2023/6/1,9:39:40,3.7895,3.79,15360200,3.789,20000,3.79,347100
2023/6/1,9:39:43,3.7895,3.79,15371800,3.789,20000,3.79,335500
2023/6/1,9:39:46,3.7895,3.79,15383400,3.789,20000,3.79,323900
2023/6/1,9:39:49,3.7895,3.79,15413400,3.789,20000,3.79,303900
2023/6/1,9:39:52,3.7895,3.79,15423400,3.789,10000,3.79,293900
2023/6/1,9:39:55,3.7895,3.789,15485000,3.789,878100,3.79,325500
